item_id,title,description,tags,community,creator_id,creation_date,item_type,price,max_capacity,current_participants,event_date,duration_hours,is_recurring,rating
255,Mindful Yoga Session - Pine Ridge,Start your week right with our Monday morning yoga class. Perfect for stress relief and flexibility. Few current seek something.,"yoga,dogs,swimming,singing",Pine Ridge,68,2025-07-01T14:56:33.926887,class,31,46,44,2025-09-20T14:56:33.926887,2.0,False,4.4
256,Meditation Group in Lakeside Manor,Join our meditation group for an engaging community experience. Conference none interesting son buy increase watch cold. Person stage stay. Wait seek former much.,"meditation,badminton,swimming",Lakeside Manor,445,2025-05-25T14:56:33.926887,class,0,27,4,2025-09-19T14:56:33.926887,2.5,False,
257,Entrepreneurship Group in Oakwood Gardens,Join our entrepreneurship group for an engaging community experience. Boy teacher common forget race early. South sing debate glass.,"entrepreneurship,plant care,coding",Oakwood Gardens,459,2025-07-05T14:56:33.927889,event,0,10,2,2025-09-22T14:56:33.927889,3.0,False,4.4
258,International Cuisine Night,"Learn to prepare healthy, delicious meals that fit your busy lifestyle. Recipes included! Another care explain identify. Hundred fine church section door back air wish.","cooking,baking",Sunset Valley,80,2025-06-04T14:56:33.927889,event,45,13,0,2025-10-01T14:56:33.927889,3.0,True,4.5
259,Volleyball Group in Downtown Heights,Join our volleyball group for an engaging community experience. Choice site fish decide raise itself maybe. Remember bad nice newspaper current under arm glass.,"volleyball,hiking,art,baking",Downtown Heights,445,2025-05-20T14:56:33.927889,group,0,27,19,2025-09-29T14:56:33.927889,1.0,True,3.7
260,Photography Group in Downtown Heights,Join our photography group for an engaging community experience. Its green behavior help kind trouble. Case admit audience. Citizen many future authority power nearly value.,"photography,writing",Downtown Heights,419,2025-06-06T14:56:33.927889,service,0,36,35,2025-09-13T14:56:33.927889,1.5,False,
261,Outdoor Adventures Group in Downtown Heights,Join our outdoor adventures group for an engaging community experience. Effect unit recently hold treatment. Environment blue at.,"outdoor adventures,pet training",Downtown Heights,268,2025-07-17T14:56:33.927889,class,31,26,19,2025-09-13T14:56:33.927889,2.0,False,
262,Literature Group in Cedar Creek,Join our literature group for an engaging community experience. Home unit into. However Congress parent officer goal.,"literature,technology,writing,crafts",Cedar Creek,227,2025-07-07T14:56:33.927889,service,45,47,10,2025-08-20T14:56:33.927889,1.0,True,4.9
263,Community Service Group in Oakwood Gardens,Join our community service group for an engaging community experience. Region lose hotel film bad your conference. Force drive sea. Grow term available husband success foot poor reality.,"community service,photography",Oakwood Gardens,18,2025-05-24T14:56:33.927889,group,0,50,50,2025-08-27T14:56:33.927889,1.5,True,4.9
264,Community Service Group in Lakeside Manor,Join our community service group for an engaging community experience. Experience wait make let begin. Employee middle task five campaign voice director.,"community service,pets",Lakeside Manor,426,2025-07-23T14:56:33.928887,group,9,25,8,2025-09-28T14:56:33.928887,2.0,True,
265,Soccer Group in Sunset Valley,Join our soccer group for an engaging community experience. Up middle which value number weight present subject. Difference indicate gun term close performance half. Official bring evening production special let.,"soccer,volunteer work,writing,outdoor adventures",Sunset Valley,258,2025-06-09T14:56:33.928887,group,0,44,33,2025-08-22T14:56:33.928887,2.5,True,4.8
266,Child Care Group in Maple Grove,Join our child care group for an engaging community experience. Economy onto design almost. Garden treat pay win attention threat hit. Political follow air a agency.,"child care,nature walks,food tasting,charity events",Maple Grove,63,2025-08-06T14:56:33.928887,group,0,10,3,2025-09-19T14:56:33.928887,2.0,True,4.6
267,Language Learning Group in Pine Ridge,Join our language learning group for an engaging community experience. Offer child probably cause where. Drug option child suggest look bar relationship collection. Add why wait follow short represent. Receive act resource Congress choose.,"language learning,cats,kids play date,swimming",Pine Ridge,375,2025-07-04T14:56:33.928887,group,0,36,16,2025-10-11T14:56:33.928887,2.0,True,3.6
268,Meditation Group in Sunset Valley,Join our meditation group for an engaging community experience. Bill public region senior enjoy break total. Bill trial best level leader child.,"meditation,coding",Sunset Valley,384,2025-08-14T14:56:33.928887,event,35,30,30,2025-08-26T14:56:33.928887,2.0,False,4.8
269,Dog Training Class,Professional pet trainer will guide us through basic obedience techniques. Bring your furry friends! Election man increase join. Design itself wait similar in play authority drug.,"pets,business,writing,gardening",Oakwood Gardens,479,2025-05-28T14:56:33.928887,meetup,0,27,25,2025-09-24T14:56:33.928887,1.5,False,
270,Networking Group in Lakeside Manor,Join our networking group for an engaging community experience. Population seat while lead cause fear. Trade tend above hour certainly.,"networking,pet grooming",Lakeside Manor,122,2025-07-31T14:56:33.929890,class,0,43,32,2025-09-23T14:56:33.929890,2.5,True,
271,Lakeside Manor Pet Owners Meetup,Social hour for pets and their humans. Great for socialization and making new friends. Group young finally blood. Tonight six morning player education subject still.,"pets,business",Lakeside Manor,463,2025-06-09T14:56:33.929890,meetup,0,39,29,2025-10-06T14:56:33.929890,1.5,True,4.2
272,Piano Group in Mountain View,Join our piano group for an engaging community experience. Young defense second stay. Whom cold stage these. Old my rest majority head popular.,"piano,writing",Mountain View,456,2025-06-23T14:56:33.929890,service,0,50,43,2025-08-27T14:56:33.929890,3.0,False,4.1
273,Parenting Group in Sunset Valley,Join our parenting group for an engaging community experience. His water down pay option. Mouth government along director.,"parenting,piano,nature walks",Sunset Valley,51,2025-06-04T14:56:33.929890,class,0,27,21,2025-09-24T14:56:33.929890,2.0,True,4.6
274,Writing Group in Mountain View,Join our writing group for an engaging community experience. Hear son site war national prove area. Likely player edge.,"writing,pilates",Mountain View,3,2025-05-29T14:56:33.929890,service,0,14,13,2025-09-25T14:56:33.929890,2.0,False,3.6
275,Swimming Group in Riverside Park,Join our swimming group for an engaging community experience. Network standard draw. Shoulder require by inside budget prepare sense.,"swimming,running",Riverside Park,164,2025-05-30T14:56:33.929890,workshop,0,25,1,2025-09-28T14:56:33.929890,2.5,True,3.9
276,Author Reading Event,Join our book club group for an engaging community experience. Which TV move alone. Present clear resource.,"book club,plant care,music",Downtown Heights,223,2025-05-23T14:56:33.929890,event,29,16,0,2025-09-25T14:56:33.929890,2.0,True,
277,Dogs Group in Lakeside Manor,Join our dogs group for an engaging community experience. Nothing century wait two play garden call. Where level civil improve reason. Late security between measure argue bed ability.,"dogs,technology",Lakeside Manor,395,2025-06-12T14:56:33.930888,service,31,7,0,2025-08-23T14:56:33.930888,1.5,False,3.7
278,Organic Gardening Workshop,Learn sustainable gardening practices from experienced community members. Tools and seeds provided. Decision yes near as exactly.,"gardening,entrepreneurship,swimming",Riverside Park,205,2025-06-18T14:56:33.930888,meetup,16,20,19,2025-08-30T14:56:33.930888,2.5,False,
279,Pet Training Group in Willow Brook,Join our pet training group for an engaging community experience. Affect list create better base stock foreign. Economic but Democrat outside. Foot me garden individual.,"pet training,kids play date,pets",Willow Brook,252,2025-07-26T14:56:33.930888,class,0,28,17,2025-08-26T14:56:33.930888,2.0,False,4.0
280,Coding Group in Cedar Creek,Join our coding group for an engaging community experience. Thought single world two ever. Summer another interview eye.,"coding,food tasting,outdoor adventures",Cedar Creek,227,2025-05-19T14:56:33.930888,class,7,14,10,2025-09-21T14:56:33.930888,2.5,True,
281,Guitar Group in Maple Grove,Join our guitar group for an engaging community experience. Table life Democrat seat. Growth foot author follow.,"guitar,technology",Maple Grove,179,2025-07-25T14:56:33.930888,event,0,34,10,2025-09-25T14:56:33.930888,1.0,True,4.6
282,Community Service Group in Oakwood Gardens,Join our community service group for an engaging community experience. Support anyone rest now add. Citizen campaign put mention suddenly dream five coach.,"community service,volunteer work",Oakwood Gardens,237,2025-06-27T14:56:33.930888,meetup,40,7,5,2025-09-24T14:56:33.930888,2.0,True,4.7
283,Author Reading Event,Join our book club group for an engaging community experience. Music person way television anyone. Wish defense between able dinner high fire.,"book club,swimming,meditation,poetry",Mountain View,432,2025-07-16T14:56:33.930888,class,0,36,9,2025-08-24T14:56:33.930888,1.0,True,3.9
284,Literature Group in Maple Grove,Join our literature group for an engaging community experience. Bag issue yeah feeling. Two give important air weight.,"literature,crafts,cultural exchange,wine tasting",Maple Grove,449,2025-07-27T14:56:33.930888,event,0,7,1,2025-08-25T14:56:33.930888,2.5,True,4.8
285,Painting Group in Pine Ridge,Join our painting group for an engaging community experience. Ground unit sea side wall ago hundred. Meeting spend much seat grow hit.,"painting,cycling,cultural exchange,pet grooming",Pine Ridge,418,2025-05-25T14:56:33.931886,service,6,37,27,2025-09-17T14:56:33.931886,1.5,True,4.4
286,Pet Grooming Group in Mountain View,Join our pet grooming group for an engaging community experience. Now only stop those table surface. Support skill behind leg present peace which religious. Around many than clearly cause natural spring. Yard around late again particularly energy.,"pet grooming,volleyball",Mountain View,353,2025-07-13T14:56:33.931886,meetup,0,41,41,2025-09-28T14:56:33.931886,3.0,True,
287,Pet Grooming Group in Lakeside Manor,Join our pet grooming group for an engaging community experience. Bring street of outside rest thank.,"pet grooming,kids play date,yoga",Lakeside Manor,280,2025-07-12T14:56:33.931886,event,6,38,18,2025-08-23T14:56:33.931886,1.0,True,4.1
288,Pet Grooming Group in Willow Brook,Join our pet grooming group for an engaging community experience. Cold result challenge.,"pet grooming,guitar,wine tasting",Willow Brook,53,2025-07-03T14:56:33.931886,service,24,18,18,2025-09-15T14:56:33.931886,3.0,True,
289,Cats Group in Pine Ridge,Join our cats group for an engaging community experience. Series town world future woman special debate assume. Middle test charge of product and crime.,"cats,child care,camping",Pine Ridge,103,2025-07-05T14:56:33.931886,group,28,24,19,2025-10-04T14:56:33.931886,3.0,False,
290,Community Cooking Class,Cultural cooking experience featuring traditional dishes and modern interpretations. Wrong past value. Century summer always cup key single star.,"cooking,language learning",Lakeside Manor,382,2025-06-08T14:56:33.931886,group,0,13,10,2025-08-31T14:56:33.931886,1.0,False,3.9
291,Outdoor Adventures Group in Mountain View,Join our outdoor adventures group for an engaging community experience. Whom bag a start term. Which value your successful. Good gas investment most since talk society. Occur game toward phone.,"outdoor adventures,poetry,guitar",Mountain View,499,2025-07-11T14:56:33.932891,group,0,33,22,2025-08-19T14:56:33.932891,1.0,False,3.7
